,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.icu.util.Currency: Currency toJavaCurrency()>,,,Returns a java.util.Currency object based on the currency represented by this Currency.,Currency An equivalent Java currency object. |||,,29.0
<android.net.SocketKeepalive: void close()>,,,"Deactivate this SocketKeepalive and free allocated resources. The instance won't be
 usable again if close() is called.",void,,29.0
"<android.telephony.TelephonyManager: boolean setNetworkSelectionModeManual(String,boolean)>",,,"Ask the radio to connect to the input network and change selection mode to manual. If this object has been created with createForSubscriptionId(int) applies to the
 given subId. Otherwise applies to SubscriptionManager#getDefaultSubscriptionId() Requires Permission: MODIFY_PHONE_STATE or that the calling
 app has carrier privileges (see hasCarrierPrivileges() ). Requires Manifest.permission.MODIFY_PHONE_STATE",boolean true on success; false on any failure. |||,"operatorNumeric String : the PLMN ID of the network to select. |||
persistSelection boolean : whether the selection will persist until reboot. If true only allows
attaching to the selected PLMN until reboot; otherwise attach to the chosen PLMN and resume
normal network selection next time. |||",28.0
<android.telephony.SubscriptionPlan.Builder: SubscriptionPlan.Builder setTitle(CharSequence)>,,,Set the short title of this plan.,SubscriptionPlan.Builder |||,title CharSequence : This value may be null . |||,28.0
<android.view.ViewTreeObserver: void addOnSystemGestureExclusionRectsChangedListener(Consumer)>,,,"Add a listener to be notified when the tree's transformed gesture exclusion rects
 change. This could be the result of an animation or other layout change or a view calling View#setSystemGestureExclusionRects(List) .",void,"listener Consumer : listener to add
This value must never be null . |||",29.0
<android.view.textclassifier.TextSelection.Request: LocaleList getDefaultLocales()>,,,,"LocaleList ordered list of locale preferences that can be used to disambiguate the
 provided text.
 
 This value may be null . |||",,28.0
<android.net.IpSecManager.UdpEncapsulationSocket: void close()>,,,"Close this socket. This closes the wrapped socket. Open encapsulation sockets count against a user's
 resource limits and forgetting to close them eventually will result in ResourceUnavailableException being thrown.",void,,28.0
<android.media.MicrophoneInfo: int getLocation()>,,,"Returns the location of the microphone. The return value is
 one of LOCATION_UNKNOWN  LOCATION_MAINBODY  LOCATION_MAINBODY_MOVABLE or LOCATION_PERIPHERAL .","int the location of the microphone
 
 Value is either 0 or a combination of LOCATION_UNKNOWN  LOCATION_MAINBODY  LOCATION_MAINBODY_MOVABLE and LOCATION_PERIPHERAL |||",,28.0
<android.media.AudioManager: List getMicrophones()>,,,"Returns a list of MicrophoneInfo that corresponds to the characteristics
 of all available microphones. The list is empty when no microphones are available
 on the device. An error during the query will result in an IOException being thrown.",List < MicrophoneInfo > a list that contains all microphones' characteristics |||,,28.0
<android.telephony.CellIdentityLte: String getMobileNetworkOperator()>,,,,String a 5 or 6 character string (MCC+MNC) null if any field is unknown. |||,,28.0
<android.telephony.mbms.ServiceInfo: CharSequence getNameForLocale(Locale)>,,,"Get the user-displayable name for this cell-broadcast service corresponding to the
 provided Locale .",CharSequence The CharSequence providing the name of the service in the given Locale This value will never be null . |||,"locale Locale : The Locale in which you want the name of the service. This must be a
value from the set returned by getNamedContentLocales() -- an NoSuchElementException may be thrown otherwise.
This value must never be null . |||",28.0
<android.graphics.Typeface.CustomFallbackBuilder: int getMaxCustomFallbackCount()>,,,"Returns the maximum capacity of custom fallback families.

 This includes the the first font family passed to the constructor.
 It is guaranteed that the value will be greater than or equal to 64.","int the maximum number of font families for the custom fallback
 
 Value is 64 or greater |||",,29.0
<android.icu.text.Transliterator: String toRules(boolean)>,,,Returns a rule string for this transliterator.,String |||,"escapeUnprintable boolean : if true then unprintable characters
will be converted to escape form backslash-'u' or
backslash-'U'. |||",29.0
<android.telephony.SubscriptionPlan: Iterator cycleIterator()>,,,"Return an iterator that will return all valid data usage cycles based on
 any recurrence rules. The iterator starts from the currently active cycle
 and walks backwards through time.",Iterator < Range < ZonedDateTime >> |||,,28.0
<android.telephony.SubscriptionManager: boolean isActiveSubscriptionId(int)>,,,"Checks if the supplied subscription ID corresponds to a subscription which is actively in
 use on the device. An active subscription ID is a valid and usable subscription ID. Requires Manifest.permission.READ_PHONE_STATE","boolean true if the supplied subscription ID corresponds to an active subscription; false if it does not correspond to an active subscription; or throw a
 SecurityException if the caller hasn't got the right permission. |||",subscriptionId int : the subscription ID. |||,29.0
<android.media.audiofx.DynamicsProcessing.EqBand: float getGain()>,,,gets current gain of band in decibels (dB),float current gain of band in decibels (dB) |||,,28.0
"<android.content.ContentResolver: Bundle call(String,String,String,Bundle)>",,,,Bundle This value may be null . |||,"authority String : This value must never be null . |||
method String : This value must never be null . |||
arg String : This value may be null . |||
extras Bundle : This value may be null . |||",29.0
<android.service.notification.ZenPolicy: String toString()>,,,"Returns a string representation of the object. In general the toString method returns a string that
 ""textually represents"" this object. The result should
 be a concise but informative representation that is easy for a
 person to read.
 It is recommended that all subclasses override this method. The toString method for class Object returns a string consisting of the name of the class of which the
 object is an instance the at-sign character ` @ ' and
 the unsigned hexadecimal representation of the hash code of the
 object. In other words this method returns a string equal to the
 value of:",String a string representation of the object. |||,,29.0
"<android.telephony.euicc.EuiccInfo: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
"<android.test.mock.MockPackageManager: boolean hasSigningCertificate(String,byte,int)>",,,"Searches the set of signing certificates by which the given package has proven to have been
 signed.  This should be used instead of getPackageInfo with GET_SIGNATURES since it takes into account the possibility of signing certificate rotation except in the
 case of packages that are signed by multiple certificates for which signing certificate
 rotation is not supported.  This method is analogous to using getPackageInfo with GET_SIGNING_CERTIFICATES and then searching through the resulting signingInfo field to see if the desired certificate is present.",boolean true if this package was or is signed by exactly the certificate certificate |||,"packageName String : package whose signing certificates to check
This value must never be null . |||
certificate byte : signing certificate for which to search
This value must never be null . |||
type int : Value is PackageManager.CERT_INPUT_RAW_X509 or PackageManager.CERT_INPUT_SHA256 |||",28.0
"<android.os.Handler: boolean postDelayed(Runnable,Object,long)>",,,"Causes the Runnable r to be added to the message queue to be run
 after the specified amount of time elapses.
 The runnable will be run on the thread to which this handler
 is attached. The time-base is SystemClock.uptimeMillis() . Time spent in deep sleep will add an additional delay to execution.","boolean Returns true if the Runnable was successfully placed in to the
         message queue.  Returns false on failure usually because the
         looper processing the message queue is exiting.  Note that a
         result of true does not mean the Runnable will be processed --
         if the looper is quit before the delivery time of the message
         occurs then the message will be dropped. |||","r Runnable : The Runnable that will be executed.
This value must never be null . |||
token Object : An instance which can be used to cancel r via removeCallbacksAndMessages(Object) .
This value may be null . |||
delayMillis long : The delay (in milliseconds) until the Runnable
will be executed. |||",28.0
"<android.media.ImageWriter: ImageWriter newInstance(Surface,int,int)>",,,"Create a new ImageWriter with given number of max Images and format. The maxImages parameter determines the maximum number of Image objects that can be be dequeued from the ImageWriter simultaneously. Requesting more buffers will use up
 more memory so it is important to use only the minimum number necessary. The format specifies the image format of this ImageWriter. The format
 from the surface will be overridden with this format. For example
 if the surface is obtained from a SurfaceTexture the default
 format may be PixelFormat#RGBA_8888 . If the application creates an ImageWriter
 with this surface and ImageFormat#PRIVATE this ImageWriter will be able to operate
 with ImageFormat#PRIVATE Images. Note that the consumer end-point may or may not be able to support Images with different
 format for such case the application should only use this method if the consumer is able
 to consume such images. The input Image size depends on the Surface that is provided by
 the downstream consumer end-point.","ImageWriter a new ImageWriter instance.
 
 This value will never be null . |||","surface Surface : The destination Surface this writer produces Image data
into.
This value must never be null . |||
maxImages int : The maximum number of Images the user will want to
access simultaneously for producing Image data. This should be
as small as possible to limit memory use. Once maxImages
Images are dequeued by the user one of them has to be queued
back before a new Image can be dequeued for access via dequeueInputImage() .
Value is 1 or greater |||
format int : The format of this ImageWriter. It can be any valid format specified by ImageFormat or PixelFormat .
Value is ImageFormat.UNKNOWN  ImageFormat.RGB_565  ImageFormat.YV12  ImageFormat.Y8 android.graphics.ImageFormat.Y16 ImageFormat.NV16  ImageFormat.NV21  ImageFormat.YUY2  ImageFormat.JPEG  ImageFormat.DEPTH_JPEG  ImageFormat.YUV_420_888  ImageFormat.YUV_422_888  ImageFormat.YUV_444_888  ImageFormat.FLEX_RGB_888  ImageFormat.FLEX_RGBA_8888  ImageFormat.RAW_SENSOR  ImageFormat.RAW_PRIVATE  ImageFormat.RAW10  ImageFormat.RAW12  ImageFormat.DEPTH16  ImageFormat.DEPTH_POINT_CLOUD android.graphics.ImageFormat.RAW_DEPTH ImageFormat.PRIVATE or ImageFormat.HEIC |||",29.0
<android.media.MicrophoneInfo: int getDirectionality()>,,,Returns the directionality of microphone. The return value is one of DIRECTIONALITY_UNKNOWN  DIRECTIONALITY_OMNI  DIRECTIONALITY_BI_DIRECTIONAL  DIRECTIONALITY_CARDIOID  DIRECTIONALITY_HYPER_CARDIOID or DIRECTIONALITY_SUPER_CARDIOID .,"int the directionality of microphone
 
 Value is either 0 or a combination of DIRECTIONALITY_UNKNOWN  DIRECTIONALITY_OMNI  DIRECTIONALITY_BI_DIRECTIONAL  DIRECTIONALITY_CARDIOID  DIRECTIONALITY_HYPER_CARDIOID and DIRECTIONALITY_SUPER_CARDIOID |||",,28.0
<android.view.textclassifier.ConversationActions.Request.Builder: ConversationActions.Request.Builder setMaxSuggestions(int)>,,,"Sets the maximum number of suggestions you want. Value -1 means no restriction and
 this is the default.",ConversationActions.Request.Builder This value will never be null . |||,maxSuggestions int : Value is -1 or greater |||,29.0
<android.app.usage.EventStats: int getCount()>,,,Return the number of times that this event occurred over the interval.,int |||,,28.0
<android.app.Person: Person.Builder toBuilder()>,,,Creates and returns a new Builder initialized with this Person's data.,Person.Builder |||,,28.0
<android.view.WindowInsets.Builder: WindowInsets.Builder setTappableElementInsets(Insets)>,,,"This method was deprecated
      in API level R. Use setInsets(int android.graphics.Insets) with Type#tappableElement() . Sets tappable element insets in pixels. The tappable element insets represent how much tappable elements must at least be inset to remain both tappable and visually unobstructed by persistent system windows.","WindowInsets.Builder itself
 This value will never be null . |||",insets Insets : This value must never be null . |||,29.0
"<android.media.MediaSession2.SessionCallback: void onDisconnected(MediaSession2,MediaSession2.ControllerInfo)>",,,Called when a controller is disconnected,void,"session MediaSession2 : the session for this event
This value must never be null . |||
controller MediaSession2.ControllerInfo : controller information
This value must never be null . |||",29.0
<android.media.MediaCodecInfo.VideoCapabilities.PerformancePoint: boolean equals(Object)>,,,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation
 on non-null object references: It is reflexive : for any non-null reference value x  x.equals(x) should return true . 
It is symmetric : for any non-null reference values x and y  x.equals(y) should return true if and only if y.equals(x) returns true . 
It is transitive : for any non-null reference values x  y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true . 
It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no
     information used in equals comparisons on the
     objects is modified. 
For any non-null reference value x  x.equals(null) should return false . 
The equals method for class Object implements
 the most discriminating possible equivalence relation on objects;
 that is for any non-null reference values x and y this method returns true if and only
 if x and y refer to the same object
 ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the
 general contract for the hashCode method which states
 that equal objects must have equal hash codes.","boolean true if this object is the same as the obj
          argument; false otherwise. |||",o Object : the reference object with which to compare. |||,29.0
<android.net.wifi.rtt.RangingResult: int hashCode()>,,,"Returns a hash code value for the object. This method is
 supported for the benefit of hash tables such as those provided by HashMap . The general contract of hashCode is: Whenever it is invoked on the same object more than once during
     an execution of a Java application the hashCode method
     must consistently return the same integer provided no information
     used in equals comparisons on the object is modified.
     This integer need not remain consistent from one execution of an
     application to another execution of the same application. 
If two objects are equal according to the equals(Object) method then calling the hashCode method on each of
     the two objects must produce the same integer result. 
It is not required that if two objects are unequal
     according to the equals(java.lang.Object) method then calling the hashCode method on each of the
     two objects must produce distinct integer results.  However the
     programmer should be aware that producing distinct integer results
     for unequal objects may improve the performance of hash tables. 
As much as is reasonably practical the hashCode method defined by
 class Object does return distinct integers for distinct
 objects. (This is typically implemented by converting the internal
 address of the object into an integer but this implementation
 technique is not required by the
 Java™ programming language.)",int a hash code value for this object. |||,,28.0
<android.hardware.camera2.params.RecommendedStreamConfigurationMap: Set getHighSpeedVideoFpsRangesFor(Size)>,,,Get the frame per second ranges (fpsMin fpsMax) for input high speed video size. For further information refer to StreamConfigurationMap#getHighSpeedVideoFpsRangesFor .,"Set < Range < Integer >> a non-modifiable set of supported high speed video recording FPS ranges The upper
         bound of returned ranges is guaranteed to be greater than or equal to 120.
 This value may be null . |||",size Size : one of the sizes returned by getHighSpeedVideoSizes() This value must never be null . |||,29.0
<android.view.View: int getExplicitStyle()>,,,"Returns the resource ID for the style specified using style=""..."" in the AttributeSet 's backing XML element or Resources#ID_NULL otherwise if not
 specified or otherwise not applicable. Each View can have an explicit style specified in the layout file.
 This style is used first during the View attribute resolution then if an attribute
 is not defined there the resource system looks at default style and theme as fallbacks. Note: this method will only return actual values if the view attribute debugging
 is enabled in Android developer options.","int The resource ID for the style specified using style=""..."" in the AttributeSet 's backing XML element or Resources#ID_NULL otherwise
      if not specified or otherwise not applicable. |||",,29.0
<android.nfc.NfcAdapter: boolean isSecureNfcSupported()>,,,Checks if the device supports Secure NFC functionality.,boolean True if device supports Secure NFC false otherwise |||,,29.0
<android.app.job.JobWorkItem: long getEstimatedNetworkUploadBytes()>,,,"Return the estimated size of upload traffic that will be performed by
 this job work item in bytes. Value is a non-negative number of bytes.","long Estimated size of upload traffic or JobInfo#NETWORK_BYTES_UNKNOWN when unknown.
 
 Value is a non-negative number of bytes. |||",,28.0
<android.content.pm.PackageInstaller.SessionInfo: boolean isStagedSessionApplied()>,,,"Whether the staged session has been applied successfully meaning that all of its
 packages have been activated and no further action is required.
 Only meaningful if isStaged is true.",boolean |||,,29.0
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setBreakStrategy(int)>,,,"Set break strategy useful for selecting high quality or balanced paragraph layout
 options. The default is Layout#BREAK_STRATEGY_SIMPLE .","DynamicLayout.Builder this builder useful for chaining
 This value will never be null . |||","breakStrategy int : break strategy for paragraph layout
Value is LineBreaker.BREAK_STRATEGY_SIMPLE  LineBreaker.BREAK_STRATEGY_HIGH_QUALITY or LineBreaker.BREAK_STRATEGY_BALANCED |||",28.0
<android.view.View: boolean isScreenReaderFocusable()>,,,"Returns whether the view should be treated as a focusable unit by screen reader
 accessibility tools. Related XML Attributes: android:screenReaderFocusable",boolean Whether the view should be treated as a focusable unit by screen reader. |||,,28.0
<android.telephony.NetworkScanRequest: int getSearchPeriodicity()>,,,Returns the search periodicity in seconds.,int |||,,28.0
<android.view.textclassifier.ConversationActions: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,29.0
<android.widget.HorizontalScrollView: void setEdgeEffectColor(int)>,,,Sets the edge effect color for both left and right edge effects.,void,color int : The color for the edge effects. |||,29.0
<android.app.backup.BackupManager: UserHandle getUserForAncestralSerialNumber(long)>,,,"Returns a UserHandle for the user that has ancestralSerialNumber as the
 serial number of the its ancestral work profile or null if there is none. The ancestral serial number will have a corresponding UserHandle if the device
 has a work profile that was restored from another work profile with serial number ancestralSerialNumber .",UserHandle |||,ancestralSerialNumber long |||,29.0
"<android.media.audiofx.DynamicsProcessing.Config.Builder: DynamicsProcessing.Config.Builder setPostEqByChannelIndex(int,DynamicsProcessing.Eq)>",,,,DynamicsProcessing.Config.Builder |||,"channelIndex int |||
postEq DynamicsProcessing.Eq |||",28.0
<android.os.Handler: boolean hasCallbacks(Runnable)>,,,"Check if there are any pending posts of messages with callback r in
 the message queue.",boolean |||,r Runnable : This value must never be null . |||,29.0
<android.graphics.RenderNode: float getPivotX()>,,,Returns the pivot value for this display list on the X axis in pixels.,float |||,,29.0
<android.content.pm.ModuleInfo: int hashCode()>,,,"Returns a hash code value for the object. This method is
 supported for the benefit of hash tables such as those provided by HashMap . The general contract of hashCode is: Whenever it is invoked on the same object more than once during
     an execution of a Java application the hashCode method
     must consistently return the same integer provided no information
     used in equals comparisons on the object is modified.
     This integer need not remain consistent from one execution of an
     application to another execution of the same application. 
If two objects are equal according to the equals(Object) method then calling the hashCode method on each of
     the two objects must produce the same integer result. 
It is not required that if two objects are unequal
     according to the equals(java.lang.Object) method then calling the hashCode method on each of the
     two objects must produce distinct integer results.  However the
     programmer should be aware that producing distinct integer results
     for unequal objects may improve the performance of hash tables. 
As much as is reasonably practical the hashCode method defined by
 class Object does return distinct integers for distinct
 objects. (This is typically implemented by converting the internal
 address of the object into an integer but this implementation
 technique is not required by the
 Java™ programming language.)",int a hash code value for this object. |||,,29.0
"<android.telephony.CellSignalStrengthTdscdma: void writeToParcel(Parcel,int)>",,,Implement the Parcelable interface,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29.0
<android.os.strictmode.InstanceCountViolation: long getNumberOfInstances()>,,,,long |||,,28.0
<android.media.audiofx.DynamicsProcessing.Config.Builder: DynamicsProcessing.Config.Builder setMbcAllChannelsTo(DynamicsProcessing.Mbc)>,,,,DynamicsProcessing.Config.Builder |||,mbc DynamicsProcessing.Mbc |||,28.0
"<android.test.mock.MockCursor: void setNotificationUris(ContentResolver,List)>",,,"Similar to setNotificationUri(android.content.ContentResolver android.net.Uri) except this version allows
 to watch multiple content URIs for changes. If this is not implemented this is equivalent to calling setNotificationUri(android.content.ContentResolver android.net.Uri) with the first URI in uris . Calling this overrides any previous call to setNotificationUri(android.content.ContentResolver android.net.Uri) .",void,"cr ContentResolver : The content resolver from the caller's context. The listener attached to
this resolver will be notified.
This value must never be null . |||
uris List : The content URIs to watch.
This value must never be null . |||",29.0
"<android.app.admin.DevicePolicyManager: boolean setKeyPairCertificate(ComponentName,String,List,boolean)>",,,"Called by a device or profile owner or delegated certificate installer to associate
 certificates with a key pair that was generated using generateKeyPair(ComponentName String KeyGenParameterSpec int) and
 set whether the key is available for the user to choose in the certificate selection
 prompt.","boolean true if the provided alias exists and the certificates has been
        successfully associated with it false otherwise. |||","admin ComponentName : Which DeviceAdminReceiver this request is associated with or null if calling from a delegated certificate installer.
This value may be null . |||
alias String : The private key alias under which to install the certificate. The alias should denote an existing private key. If a certificate with that alias already
exists it will be overwritten.
This value must never be null . |||
certs List : The certificate chain to install. The chain should start with the leaf
certificate and include the chain of trust in order. This will be returned by KeyChain.getCertificateChain(Context String) .
This value must never be null . |||
isUserSelectable boolean : true to indicate that a user can select this key via the
certificate selection prompt false to indicate that this key can only be
granted access by implementing DeviceAdminReceiver.onChoosePrivateKeyAlias(Context Intent int Uri String) . |||",28.0
<android.graphics.Paint: int getShadowLayerColor()>,,,Returns the color of the shadow layer.,int |||,,29.0
<android.service.notification.ZenPolicy.Builder: ZenPolicy.Builder showFullScreenIntent(boolean)>,,,"Whether Notification#fullScreenIntent that are intercepted
 by DND are shown.",ZenPolicy.Builder This value will never be null . |||,show boolean |||,29.0
<android.content.pm.PackageInstaller.SessionInfo: boolean isStagedSessionReady()>,,,Whether the staged session is ready to be applied at next reboot. Only meaningful if isStaged is true.,boolean |||,,29.0
<android.widget.AutoCompleteTextView: void setInputMethodMode(int)>,,,"Use this method to specify when the IME should be displayed. This function can be used to
 prevent the dropdown from obscuring the IME.",void,"mode int : speficies the input method mode. use one of the following values: ListPopupWindow#INPUT_METHOD_FROM_FOCUSABLE IME Displayed if the auto-complete box is
focusable. ListPopupWindow#INPUT_METHOD_NEEDED Always display the IME. ListPopupWindow#INPUT_METHOD_NOT_NEEDED . The auto-complete suggestions are always
displayed even if the suggestions cover/hide the input method.
Value is ListPopupWindow.INPUT_METHOD_FROM_FOCUSABLE  ListPopupWindow.INPUT_METHOD_NEEDED or ListPopupWindow.INPUT_METHOD_NOT_NEEDED |||",29.0
<android.telephony.TelephonyManager: boolean isDataRoamingEnabled()>,,,"Returns whether mobile data roaming is enabled on the subscription. If this object has been created with createForSubscriptionId(int) applies to the
 given subId. Otherwise applies to SubscriptionManager#getDefaultDataSubscriptionId() Requires one of the following permissions: Manifest.permission.ACCESS_NETWORK_STATE  Manifest.permission.READ_PHONE_STATE or that the calling app
 has carrier privileges (see hasCarrierPrivileges() ). Requires Manifest.permission.ACCESS_NETWORK_STATE or Manifest.permission.READ_PHONE_STATE",boolean true if the data roaming is enabled on the subscription otherwise return false . |||,,29.0
<android.view.textclassifier.TextClassification.Request.Builder: TextClassification.Request.Builder setExtras(Bundle)>,,,Sets the extended data.,"TextClassification.Request.Builder this builder
 
 This value will never be null . |||",extras Bundle : This value may be null . |||,29.0
"<android.app.slice.Slice.Builder: Slice.Builder addSubSlice(Slice,String)>",,,Add a sub-slice to the slice being constructed,Slice.Builder |||,"slice Slice : This value must never be null . |||
subType String : Optional template-specific type information
This value may be null .
Value is Slice.SUBTYPE_COLOR  Slice.SUBTYPE_CONTENT_DESCRIPTION  Slice.SUBTYPE_MAX  Slice.SUBTYPE_MESSAGE  Slice.SUBTYPE_PRIORITY  Slice.SUBTYPE_RANGE  Slice.SUBTYPE_SOURCE  Slice.SUBTYPE_TOGGLE  Slice.SUBTYPE_VALUE or Slice.SUBTYPE_LAYOUT_DIRECTION |||",28.0
<android.media.AudioTrack: void setOffloadEndOfStream()>,,,"Declares that the last write() operation on this track provided the last buffer of this
 stream.
 After the end of stream previously set padding and delay values are ignored.
 Can only be called only if the AudioTrack is opened in offload mode
 .
 Can only be called only if the AudioTrack is in state PLAYSTATE_PLAYING .
 Use this method in the same thread as any write() operation.",void,,29.0
<android.graphics.Paint: int getStartHyphenEdit()>,,,"Get the current value of start hyphen edit.

 The default value is 0 which is equivalent to START_HYPHEN_EDIT_NO_EDIT .","int the current starting hyphen edit value
 Value is START_HYPHEN_EDIT_NO_EDIT  START_HYPHEN_EDIT_INSERT_HYPHEN or START_HYPHEN_EDIT_INSERT_ZWJ |||",,29.0
<android.service.notification.ZenPolicy: int getPriorityCallSenders()>,,,Callers that can bypass DND.,int PEOPLE_TYPE_UNSET  PEOPLE_TYPE_ANYONE  PEOPLE_TYPE_CONTACTS  PEOPLE_TYPE_STARRED or PEOPLE_TYPE_NONE Value is PEOPLE_TYPE_UNSET  PEOPLE_TYPE_ANYONE  PEOPLE_TYPE_CONTACTS  PEOPLE_TYPE_STARRED or PEOPLE_TYPE_NONE |||,,29.0
"<android.bluetooth.BluetoothHidDeviceAppQosSettings: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"out Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
<android.app.usage.UsageStats: long getLastTimeForegroundServiceUsed()>,,,"Get the last time this package's foreground service was used measured in milliseconds since
 the epoch.",long |||,,29.0
<android.webkit.WebView: Looper getWebViewLooper()>,,,Returns the Looper corresponding to the thread on which WebView calls must be made.,Looper This value will never be null . |||,,28.0
<android.telephony.mbms.DownloadRequest.Builder: DownloadRequest.Builder setServiceInfo()>,,,Sets the service from which the download request to be built will download from.,DownloadRequest.Builder |||,,28.0
<android.icu.text.Edits.Iterator: int sourceIndexFromDestinationIndex(int)>,,,"Computes the source index corresponding to the given destination index.
 If the destination index is inside a change edit (not at its start)
 then the source index at the end of that edit is returned
 since there is no information about index mapping inside a change edit. (This means that indexes to the start and middle of an edit
 for example around a grapheme cluster are mapped to indexes
 encompassing the entire edit.
 The alternative mapping an interior index to the start
 would map such an interval to an empty one.) This operation will usually but not always modify this object.
 The iterator state after this search is undefined.",int source index; undefined if i is not 0..string length |||,i int : destination index |||,29.0
<android.media.AudioPlaybackCaptureConfiguration: int getMatchingUids()>,,,,"int[] the UIDs passed to Builder#addMatchingUid(int) .
 This value will never be null . |||",,29.0
<android.security.keystore.WrappedKeyEntry: byte getWrappedKeyBytes()>,,,,byte[] |||,,28.0
<android.telephony.mbms.MbmsDownloadSessionCallback: void onFileServicesUpdated(List)>,,,"Called to indicate published File Services have changed.

 This will only be called after the application has requested a list of file services and
 specified a service class list of interest via MbmsDownloadSession#requestUpdateFileServices(List) . If there are subsequent calls to MbmsDownloadSession#requestUpdateFileServices(List) this method may not be called again if
 the list of service classes would remain the same.",void,services List : The most recently updated list of available file services. |||,28.0
<android.text.style.TextAppearanceSpan: LocaleList getTextLocales()>,,,Returns the LocaleList specified by this span or null if it does not specify one.,LocaleList |||,,29.0
<android.se.omapi.Channel: byte getSelectResponse()>,,,"Returns the data as received from the application select command inclusively the status word
 received at applet selection.
 The returned byte array contains the data bytes in the following order:
 [<first data byte> ... <last data byte> <sw1> <sw2>]","byte[] The data as returned by the application select command inclusively the status word.
 Only the status word if the application select command has no returned data.
 Returns null if an application select command has not been performed or the selection
 response can not be retrieved by the reader implementation. |||",,28.0
<android.widget.AbsListView: boolean isDrawSelectorOnTop()>,,,"Returns whether the selection highlight drawable should be drawn on top of the item or
 behind it. Related XML Attributes: android:drawSelectorOnTop",boolean true if selector is drawn on top false otherwise |||,,29.0
<android.view.SurfaceControl: boolean isValid()>,,,"Check whether this instance points to a valid layer with the system-compositor. For
 example this may be false if construction failed or the layer was released
 ( release() ).",boolean Whether this SurfaceControl is valid. |||,,29.0
<android.view.textclassifier.SelectionEvent: String getPackageName()>,,,Returns the package name of the app that this event originated in.,String This value will never be null . |||,,28.0
<android.widget.Toolbar: void setCollapseContentDescription(CharSequence)>,,,"Set a content description for the collapse button if one is present. The content description
 will be read via screen readers or other accessibility systems to explain the action of the
 navigation button. Related XML Attributes: android:collapseContentDescription",void,"description CharSequence : Content description to set or null to
clear the content description
This value may be null . |||",29.0
<android.telephony.mbms.MbmsStreamingSessionCallback: void onMiddlewareReady()>,,,"Called to indicate that the middleware has been initialized and is ready.

 Before this method is called calling any method on an instance of MbmsStreamingSession will result in an IllegalStateException or an error
 delivered via onError(int java.lang.String) with error code MbmsErrors.GeneralErrors#ERROR_MIDDLEWARE_NOT_YET_READY .",void,,28.0
<android.app.NotificationChannelGroup: void setDescription(String)>,,,"Sets the user visible description of this group. The recommended maximum length is 300 characters; the value may be truncated if it is too
 long.",void,description String |||,28.0
<android.security.keystore.KeyGenParameterSpec.Builder: KeyGenParameterSpec.Builder setIsStrongBoxBacked(boolean)>,,,Sets whether this key should be protected by a StrongBox security chip.,KeyGenParameterSpec.Builder This value will never be null . |||,isStrongBoxBacked boolean |||,28.0
<android.bluetooth.BluetoothHearingAid: List getDevicesMatchingConnectionStates(int)>,,,"Get a list of devices that match any of the given connection
 states. If none of the devices match any of the given states
 an empty list will be returned. Requires Manifest.permission.BLUETOOTH",List < BluetoothDevice > This value will never be null . |||,states int : This value must never be null . |||,29.0
<android.app.Notification.BubbleMetadata: PendingIntent getIntent()>,,,"This method was deprecated
      in API level R. use getBubbleIntent() or use getShortcutId() if created
 with a valid shortcut instead.",PendingIntent This value will never be null . |||,,29.0
