,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.telephony.mbms.StreamingServiceInfo: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,28
<android.telephony.MbmsDownloadSession: File getTempFileRootDirectory()>,,,"Retrieves the currently configured temp file root directory. Returns the file that was
 configured via setTempFileRootDirectory(java.io.File) or the default directory download(android.telephony.mbms.DownloadRequest) was called without ever
 setting the temp file root. If neither method has been called since the last time the app's
 shared preferences were reset returns null .","File A File pointing to the configured temp file directory or null if not yet
         configured. |||",,28
<android.telephony.MbmsDownloadSession: List listPendingDownloads()>,,,"Returns a list of pending DownloadRequest s that originated from this application.
 A pending request is one that was issued via download(android.telephony.mbms.DownloadRequest) but not cancelled through cancelDownload(android.telephony.mbms.DownloadRequest) .","List < DownloadRequest > A list possibly empty of DownloadRequest s
 
 This value will never be null . |||",,28
"<android.telephony.MbmsDownloadSession: void removeProgressListener(DownloadRequest,DownloadProgressListener)>",,,"Un-register a listener previously registered via addProgressListener(android.telephony.mbms.DownloadRequest java.util.concurrent.Executor android.telephony.mbms.DownloadProgressListener) . After
 this method is called no further callbacks will be enqueued on the Handler provided upon registration even if this method throws an exception.

 If the middleware is not aware of the specified download request
 this method will throw an IllegalArgumentException .

 If the operation encountered an error the error code will be delivered via MbmsDownloadSessionCallback#onError .",void,"request DownloadRequest : The DownloadRequest provided during registration
This value must never be null . |||
listener DownloadProgressListener : The listener provided during registration.
This value must never be null . |||",28
"<android.telephony.MbmsDownloadSession: void removeStatusListener(DownloadRequest,DownloadStatusListener)>",,,"Un-register a listener previously registered via addStatusListener(android.telephony.mbms.DownloadRequest java.util.concurrent.Executor android.telephony.mbms.DownloadStatusListener) . After
 this method is called no further calls will be enqueued on the Executor provided upon registration even if this method throws an exception.

 If the middleware is not aware of the specified download request
 this method will throw an IllegalArgumentException .

 If the operation encountered an error the error code will be delivered via MbmsDownloadSessionCallback#onError .",void,"request DownloadRequest : The DownloadRequest provided during registration
This value must never be null . |||
listener DownloadStatusListener : The listener provided during registration.
This value must never be null . |||",28
"<android.telephony.MbmsDownloadSession: void requestDownloadState(DownloadRequest,FileInfo)>",,,"Requests information about the state of a file pending download.

 The state will be delivered as a callback via DownloadStatusListener#onStatusUpdated(DownloadRequest FileInfo int) . If no such
 callback has been registered via addProgressListener(android.telephony.mbms.DownloadRequest java.util.concurrent.Executor android.telephony.mbms.DownloadProgressListener) this
 method will be a no-op.

 If the middleware has no record of the
 file indicated by fileInfo being associated with downloadRequest an IllegalArgumentException will be thrown.",void,"downloadRequest DownloadRequest : The download request to query. |||
fileInfo FileInfo : The particular file within the request to get information on. |||",28
<android.telephony.MbmsDownloadSession: void setTempFileRootDirectory(File)>,,,"Sets the temp file root for downloads.
 All temp files created for the middleware to write to will be contained in the specified
 directory. Applications that wish to specify a location only need to call this method once
 as long their data is persisted in storage -- the argument will be stored both in a
 local instance of SharedPreferences and by the middleware.

 If this method is not called at least once before calling download(android.telephony.mbms.DownloadRequest) the framework
 will default to a directory formed by the concatenation of the app's files directory and MbmsDownloadSession#DEFAULT_TOP_LEVEL_TEMP_DIRECTORY .

 Before calling this method the app must cancel all of its pending DownloadRequest s via cancelDownload(android.telephony.mbms.DownloadRequest) . If this is not done
 you will receive an asynchronous error with code MbmsErrors.DownloadErrors#ERROR_CANNOT_CHANGE_TEMP_FILE_ROOT unless the
 provided directory is the same as what has been previously configured.

 The File supplied as a root temp file directory must already exist. If not an IllegalArgumentException will be thrown. In addition as an additional sanity
 check an IllegalArgumentException will be thrown if you attempt to set the temp
 file root directory to one of your data roots (the value of Context#getDataDir()  Context#getFilesDir() or Context#getCacheDir() ).",void,"tempFileRootDirectory File : A directory to place temp files in.
This value must never be null . |||",28
"<android.telephony.MbmsGroupCallSession: GroupCall startGroupCall(long,List,List,Executor,GroupCallCallback)>",,,"Starts the requested group call reporting status to the indicated callback.
 Returns an object used to control that call.

 May throw an IllegalArgumentException or an IllegalStateException Asynchronous errors through the callback include any of the errors in MbmsErrors.GeneralErrors .","GroupCall An instance of GroupCall through which the call can be controlled.
         May be null if an error occurred. |||","tmgi long : The TMGI an identifier for the group call you want to join. |||
saiList List : A list of SAIs for the group call that should be negotiated separately with
the carrier.
This value must never be null . |||
frequencyList List : A lost of frequencies for the group call that should be negotiated
separately with the carrier.
This value must never be null . |||
executor Executor : The executor on which you wish to execute callbacks for this stream.
This value must never be null . |||
callback GroupCallCallback : The callback that you want to receive information about the call on.
This value must never be null . |||",29
"<android.telephony.MbmsGroupCallSession: MbmsGroupCallSession create(Context,int,Executor,MbmsGroupCallSessionCallback)>",1,,"Create a new MbmsGroupCallSession using the given subscription ID.

 You may only have one instance of MbmsGroupCallSession per UID. If you call this
 method while there is an active instance of MbmsGroupCallSession in your process
 (in other words one that has not had close() called on it) this method will
 throw an IllegalStateException . If you call this method in a different process
 running under the same UID an error will be indicated via MbmsGroupCallSessionCallback#onError(int String) .

 Note that initialization may fail asynchronously. If you wish to try again after you
 receive such an asynchronous error you must call close() on the instance of MbmsGroupCallSession that you received before calling this method again.",MbmsGroupCallSession An instance of MbmsGroupCallSession or null if an error occurred. |||,"context Context : The Context to use.
This value must never be null . |||
subscriptionId int : The subscription ID to use. |||
executor Executor : The executor on which you wish to execute callbacks.
This value must never be null . |||
callback MbmsGroupCallSessionCallback : A callback object on which you wish to receive results of asynchronous
operations.
This value must never be null . |||",29
"<android.telephony.MbmsStreamingSession: MbmsStreamingSession create(Context,Executor,int,MbmsStreamingSessionCallback)>",1,,"Create a new MbmsStreamingSession using the given subscription ID.

 Note that this call will bind a remote service. You may not call this method on your app's
 main thread.

 You may only have one instance of MbmsStreamingSession per UID. If you call this
 method while there is an active instance of MbmsStreamingSession in your process
 (in other words one that has not had close() called on it) this method will
 throw an IllegalStateException . If you call this method in a different process
 running under the same UID an error will be indicated via MbmsStreamingSessionCallback#onError(int String) .

 Note that initialization may fail asynchronously. If you wish to try again after you
 receive such an asynchronous error you must call close() on the instance of MbmsStreamingSession that you received before calling this method again.",MbmsStreamingSession An instance of MbmsStreamingSession or null if an error occurred. |||,"context Context : The Context to use.
This value must never be null . |||
executor Executor : The executor on which you wish to execute callbacks.
This value must never be null . |||
subscriptionId int : The subscription ID to use. |||
callback MbmsStreamingSessionCallback : A callback object on which you wish to receive results of asynchronous
operations.
This value must never be null . |||",28
<android.telephony.NetworkScanRequest: boolean getIncrementalResults()>,3,,"Returns whether incremental result is enabled.
 FALSE – Incremental results is not enabled.
 TRUE – Incremental results is reported.",boolean |||,,28
<android.telephony.NetworkScanRequest: int getScanType()>,3,,Returns the type of the scan.,int Value is SCAN_TYPE_ONE_SHOT or SCAN_TYPE_PERIODIC |||,,28
"<android.telephony.NetworkScanRequest: void writeToParcel(Parcel,int)>",2,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28
"<android.telephony.PhoneNumberUtils: byte numberToCalledPartyBCD(String,int)>",3,,Convert a dialing number to BCD byte array,byte[] BCD byte array |||,"number String : dialing number string. If the dialing number starts with '+' set to
international TOA |||
bcdExtType int : used to determine the extended bcd coding
Value is BCD_EXTENDED_TYPE_EF_ADN or BCD_EXTENDED_TYPE_CALLED_PARTY |||",28
<android.telephony.PhoneStateListener: void onUserMobileDataStateChanged(boolean)>,3,,"Callback invoked when the user mobile data state has changed on the registered subscription.
 Note the registration subId comes from TelephonyManager object which registers
 PhoneStateListener by TelephonyManager#listen(PhoneStateListener int) .
 If this TelephonyManager object was created with TelephonyManager#createForSubscriptionId(int) then the callback applies to the
 subId. Otherwise this callback applies to SubscriptionManager#getDefaultSubscriptionId() .",void,enabled boolean : indicates whether the current user mobile data state is enabled or disabled. |||,28
<android.telephony.RadioAccessSpecifier: int describeContents()>,1,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,28
<android.telephony.ServiceState: int getCdmaSystemId()>,1,,"Get the CDMA SID (System Identification Number) a number uniquely identifying a wireless
 system. (Defined in 3GPP2 C.S0023 3.4.8)",int The CDMA SID or UNKNOWN_ID if not available. |||,,28
<android.telephony.ServiceState: int getChannelNumber()>,1,,Get the channel number of the current primary serving cell or -1 if unknown This is EARFCN for LTE UARFCN for UMTS and ARFCN for GSM.,int Channel number of primary serving cell |||,,28
"<android.telephony.SmsManager: String createAppSpecificSmsTokenWithPackageInfo(String,PendingIntent)>",,,"Create a single use app specific incoming SMS request for the calling package.

 This method returns a token that if included in a subsequent incoming SMS message and the
 SMS message has a prefix from the given prefixes list the provided intent will be
 sent with the SMS data to the calling package.

 The token is only good for one use within a reasonable amount of time. After an SMS has been
 received containing the token all subsequent SMS messages with the token will be routed as
 normal.

 An app can only have one request at a time if the app already has a request pending it will
 be replaced with a new request. Note: This method will never trigger an SMS disambiguation
 dialog. If this method is called on a device that has multiple active subscriptions this SmsManager instance has been created with getDefault() and no user-defined
 default subscription is defined the subscription ID associated with this message will be
 INVALID which will result in the operation being completed on the subscription associated
 with logical slot 0. Use getSmsManagerForSubscriptionId(int) to ensure the
 operation is performed on the correct subscription.","String Token to include in an SMS message.
 
 This value may be null . |||","prefixes String : this is a list of prefixes string separated by REGEX_PREFIX_DELIMITER. The
matching SMS message should have at least one of the prefixes in the beginning of the
message.
This value may be null . |||
intent PendingIntent : this intent is sent when the matching SMS message is received.
This value must never be null . |||",29
"<android.telephony.SmsManager: void getSmsMessagesForFinancialApp(Bundle,Executor,SmsManager.FinancialSmsCallback)>",,,"Get SMS messages for the calling financial app.
 The result will be delivered asynchronously in the passing in callback interface. Note: This method will never trigger an SMS disambiguation
 dialog. If this method is called on a device that has multiple active subscriptions this SmsManager instance has been created with getDefault() and no user-defined
 default subscription is defined the subscription ID associated with this message will be
 INVALID which will result in the operation being completed on the subscription associated
 with logical slot 0. Use getSmsManagerForSubscriptionId(int) to ensure the
 operation is performed on the correct subscription.",void,"params Bundle : the parameters to filter SMS messages returned. |||
executor Executor : the executor on which callback will be invoked.
This value must never be null .
Callback and listener events are dispatched through this Executor providing an easy way to control which thread is
used. To dispatch events through the main thread of your
application you can use Context.getMainExecutor() .
To dispatch events through a shared thread pool you can use AsyncTask#THREAD_POOL_EXECUTOR . |||
callback SmsManager.FinancialSmsCallback : a callback to receive CursorWindow with SMS messages.
This value must never be null . |||",29
"<android.telephony.SmsManager: void sendTextMessageWithoutPersisting(String,String,String,PendingIntent,PendingIntent)>",2,,"Send a text based SMS without writing it into the SMS Provider. The message will be sent directly over the network and will not be visible in SMS
 applications. Intended for internal carrier use only. Requires Permission: Both Manifest.permission.SEND_SMS and Manifest.permission.MODIFY_PHONE_STATE or that the calling app has carrier
 privileges (see TelephonyManager#hasCarrierPrivileges ) or that the calling app is
 the default IMS app (see CarrierConfigManager#KEY_CONFIG_IMS_PACKAGE_OVERRIDE_STRING ). Note: This method is intended for internal use by carrier
 applications or the Telephony framework and will never trigger an SMS disambiguation
 dialog. If this method is called on a device that has multiple active subscriptions this SmsManager instance has been created with getDefault() and no user-defined
 default subscription is defined the subscription ID associated with this message will be
 INVALID which will result in the SMS being sent on the subscription associated with logical
 slot 0. Use getSmsManagerForSubscriptionId(int) to ensure the SMS is sent on the
 correct subscription.",void,"destinationAddress String |||
scAddress String |||
text String |||
sentIntent PendingIntent |||
deliveryIntent PendingIntent |||",28
<android.telephony.SubscriptionInfo: ParcelUuid getGroupUuid()>,1,,"Used in scenarios where different subscriptions are bundled as a group.
 It's typically a primary and an opportunistic subscription. (see isOpportunistic() )
 Such that those subscriptions will have some affiliated behaviors such as opportunistic
 subscription may be invisible to the user.","ParcelUuid group UUID a String of group UUID if it belongs to a group. Otherwise
 it will return null. |||",,29
<android.telephony.SubscriptionManager: void removeOnOpportunisticSubscriptionsChangedListener(SubscriptionManager.OnOpportunisticSubscriptionsChangedListener)>,,,"Unregister the OnOpportunisticSubscriptionsChangedListener that is currently
 listening opportunistic subscriptions change. This is not strictly necessary
 as the listener will automatically be unregistered if an attempt to invoke the listener
 fails.",void,"listener SubscriptionManager.OnOpportunisticSubscriptionsChangedListener : that is to be unregistered.
This value must never be null . |||",29
"<android.telephony.SubscriptionManager: void switchToSubscription(int,PendingIntent)>",2,,Switch to a certain subscription Requires android.Manifest.permission.WRITE_EMBEDDED_SUBSCRIPTIONS,void,"subId int : sub id |||
callbackIntent PendingIntent : pending intent that will be sent after operation is done.
This value must never be null . |||",29
"<android.telephony.SubscriptionPlan.Builder: SubscriptionPlan.Builder setDataUsage(long,long)>",2,,Set a snapshot of currently known mobile data usage.,SubscriptionPlan.Builder |||,"dataUsageBytes long : the currently known mobile data usage
Value is a non-negative number of bytes. |||
dataUsageTime long : the time at which this snapshot was valid
Value is a non-negative timestamp measured as the number of
milliseconds since 1970-01-01T00:00:00Z. |||",28
<android.telephony.SubscriptionPlan: int hashCode()>,1,,"Returns a hash code value for the object. This method is
 supported for the benefit of hash tables such as those provided by HashMap . The general contract of hashCode is: Whenever it is invoked on the same object more than once during
     an execution of a Java application the hashCode method
     must consistently return the same integer provided no information
     used in equals comparisons on the object is modified.
     This integer need not remain consistent from one execution of an
     application to another execution of the same application. 
If two objects are equal according to the equals(Object) method then calling the hashCode method on each of
     the two objects must produce the same integer result. 
It is not required that if two objects are unequal
     according to the equals(java.lang.Object) method then calling the hashCode method on each of the
     two objects must produce distinct integer results.  However the
     programmer should be aware that producing distinct integer results
     for unequal objects may improve the performance of hash tables. 
As much as is reasonably practical the hashCode method defined by
 class Object does return distinct integers for distinct
 objects. (This is typically implemented by converting the internal
 address of the object into an integer but this implementation
 technique is not required by the
 Java™ programming language.)",int a hash code value for this object. |||,,28
<android.telephony.SubscriptionPlan: long getDataLimitBytes()>,1,,Return the usage threshold at which data access changes according to getDataLimitBehavior() . Value is a non-negative number of bytes.,long Value is a non-negative number of bytes. |||,,28
<android.telephony.SubscriptionPlan: long getDataUsageBytes()>,1,,Return a snapshot of currently known mobile data usage at getDataUsageTime() . Value is a non-negative number of bytes.,long Value is a non-negative number of bytes. |||,,28
<android.telephony.SubscriptionPlan: String toString()>,1,,"Returns a string representation of the object. In general the toString method returns a string that
 ""textually represents"" this object. The result should
 be a concise but informative representation that is easy for a
 person to read.
 It is recommended that all subclasses override this method. The toString method for class Object returns a string consisting of the name of the class of which the
 object is an instance the at-sign character ` @ ' and
 the unsigned hexadecimal representation of the hash code of the
 object. In other words this method returns a string equal to the
 value of:",String a string representation of the object. |||,,28
<android.telephony.TelephonyManager: boolean doesSwitchMultiSimConfigTriggerReboot()>,1,,"Get whether making changes to modem configurations by switchMultiSimConfig(int) will
 trigger device reboot.
 The modem configuration change refers to switching from single SIM configuration to DSDS
 or the other way around. Requires Permission: READ_PHONE_STATE or that the
 calling app has carrier privileges (see hasCarrierPrivileges() ). Requires Manifest.permission.READ_PHONE_STATE","boolean true if reboot will be triggered after making changes to modem
 configurations otherwise return false . |||",,29
<android.telephony.TelephonyManager: CharSequence getSimSpecificCarrierIdName()>,1,,"Similar like getSimCarrierIdName() returns user-facing name of the
 specific carrier id returned by getSimSpecificCarrierId() .

 The specific carrier ID would be used for configuration purposes but apps wishing to know
 about the carrier itself should use the regular carrier ID returned by getSimCarrierIdName() . The returned name is unlocalized.","CharSequence user-facing name of the subscription specific carrier id. Return null if the
 subscription is unavailable or the carrier cannot be identified. |||",,29
<android.telephony.TelephonyManager: String getTypeAllocationCode()>,1,,"Returns the Type Allocation Code from the IMEI. Return null if Type Allocation Code is not
 available.",String |||,,29
"<android.test.IsolatedContext: boolean bindService(Intent,int,Executor,ServiceConnection)>",2,,"Same as bindService(android.content.Intent android.content.ServiceConnection int) with executor to control
 ServiceConnection callbacks.",boolean |||,"service Intent : This value must never be null . |||
flags int : Value is either 0 or a combination of Context.BIND_AUTO_CREATE  Context.BIND_DEBUG_UNBIND  Context.BIND_NOT_FOREGROUND  Context.BIND_ABOVE_CLIENT  Context.BIND_ALLOW_OOM_MANAGEMENT  Context.BIND_WAIVE_PRIORITY  Context.BIND_IMPORTANT  Context.BIND_ADJUST_WITH_ACTIVITY  Context.BIND_NOT_PERCEPTIBLE and Context.BIND_INCLUDE_CAPABILITIES |||
executor Executor : Callbacks on ServiceConnection will be called on executor. Must use same
instance for the same instance of ServiceConnection.
This value must never be null .
Callback and listener events are dispatched through this Executor providing an easy way to control which thread is
used. To dispatch events through the main thread of your
application you can use Context.getMainExecutor() .
To dispatch events through a shared thread pool you can use AsyncTask#THREAD_POOL_EXECUTOR . |||
conn ServiceConnection : This value must never be null . |||",29
<android.test.mock.MockContext: Executor getMainExecutor()>,,,"Return an Executor that will run enqueued tasks on the main
 thread associated with this context. This is the thread used to dispatch
 calls to application components (activities services etc).",Executor |||,,28
"<android.test.mock.MockPackageManager: boolean hasSigningCertificate(int,byte,int)>",,,"Searches the set of signing certificates by which the package(s) for the given uid has proven
 to have been signed.  For multiple packages sharing the same uid this will return the
 signing certificates found in the signing history of the ""newest"" package where ""newest""
 indicates the package with the newest signing certificate in the shared uid group.  This
 method should be used instead of getPackageInfo with GET_SIGNATURES since it takes into account the possibility of signing certificate rotation except in the
 case of packages that are signed by multiple certificates for which signing certificate
 rotation is not supported. This method is analogous to using getPackagesForUid followed by getPackageInfo with GET_SIGNING_CERTIFICATES selecting the PackageInfo of the newest-signed bpackage  and finally searching through the
 resulting signingInfo field to see if the desired certificate is there.",boolean true if this package was or is signed by exactly the certificate certificate |||,"uid int : uid whose signing certificates to check |||
certificate byte : signing certificate for which to search
This value must never be null . |||
type int : Value is PackageManager.CERT_INPUT_RAW_X509 or PackageManager.CERT_INPUT_SHA256 |||",28
"<android.text.DynamicLayout.Builder: DynamicLayout.Builder obtain(CharSequence,TextPaint,int)>",,,Obtain a builder for constructing DynamicLayout objects.,DynamicLayout.Builder This value will never be null . |||,"base CharSequence : This value must never be null . |||
paint TextPaint : This value must never be null . |||
width int : Value is 0 or greater |||",28
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setEllipsize(TextUtils.TruncateAt)>,,,"Set ellipsizing on the layout. Causes words that are longer than the view is wide or
 exceeding the number of lines (see #setMaxLines) in the case of TextUtils.TruncateAt.END or TextUtils.TruncateAt.MARQUEE to be ellipsized instead of broken.
 The default is null indicating no ellipsis is to be applied.",DynamicLayout.Builder this builder useful for chaining |||,"ellipsize TextUtils.TruncateAt : type of ellipsis behavior
This value may be null . |||",28
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setHyphenationFrequency(int)>,,,"Set hyphenation frequency to control the amount of automatic hyphenation used. The
 possible values are defined in Layout by constants named with the pattern HYPHENATION_FREQUENCY_* . The default is Layout#HYPHENATION_FREQUENCY_NONE .","DynamicLayout.Builder this builder useful for chaining
 This value will never be null . |||","hyphenationFrequency int : hyphenation frequency for the paragraph
Value is Layout.HYPHENATION_FREQUENCY_NORMAL  Layout.HYPHENATION_FREQUENCY_FULL or Layout.HYPHENATION_FREQUENCY_NONE |||",28
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setJustificationMode(int)>,3,,"Set paragraph justification mode. The default value is Layout#JUSTIFICATION_MODE_NONE . If the last line is too short for justification
 the last line will be displayed with the alignment set by setAlignment(Layout.Alignment) .","DynamicLayout.Builder this builder useful for chaining.
 
 This value will never be null . |||","justificationMode int : justification mode for the paragraph.
Value is LineBreaker.JUSTIFICATION_MODE_NONE or LineBreaker.JUSTIFICATION_MODE_INTER_WORD |||",28
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setTextDirection(TextDirectionHeuristic)>,3,,"Set the text direction heuristic. The text direction heuristic is used to resolve text
 direction per-paragraph based on the input text. The default is TextDirectionHeuristics#FIRSTSTRONG_LTR .","DynamicLayout.Builder this builder useful for chaining
 
 This value will never be null . |||","textDir TextDirectionHeuristic : text direction heuristic for resolving bidi behavior.
This value must never be null . |||",28
<android.text.PrecomputedText.Params: int getBreakStrategy()>,3,,Returns the break strategy for this text.,"int A line break strategy
 
 Value is LineBreaker.BREAK_STRATEGY_SIMPLE  LineBreaker.BREAK_STRATEGY_HIGH_QUALITY or LineBreaker.BREAK_STRATEGY_BALANCED |||",,28
<android.text.PrecomputedText.Params: int hashCode()>,,,"Returns a hash code value for the object. This method is
 supported for the benefit of hash tables such as those provided by HashMap . The general contract of hashCode is: Whenever it is invoked on the same object more than once during
     an execution of a Java application the hashCode method
     must consistently return the same integer provided no information
     used in equals comparisons on the object is modified.
     This integer need not remain consistent from one execution of an
     application to another execution of the same application. 
If two objects are equal according to the equals(Object) method then calling the hashCode method on each of
     the two objects must produce the same integer result. 
It is not required that if two objects are unequal
     according to the equals(java.lang.Object) method then calling the hashCode method on each of the
     two objects must produce distinct integer results.  However the
     programmer should be aware that producing distinct integer results
     for unequal objects may improve the performance of hash tables. 
As much as is reasonably practical the hashCode method defined by
 class Object does return distinct integers for distinct
 objects. (This is typically implemented by converting the internal
 address of the object into an integer but this implementation
 technique is not required by the
 Java™ programming language.)",int a hash code value for this object. |||,,28
<android.text.PrecomputedText.Params: TextPaint getTextPaint()>,,,Returns the TextPaint for this text.,TextPaint A TextPaint This value will never be null . |||,,28
<android.text.PrecomputedText: int getSpanFlags(Object)>,,,"Return the flags that were specified when Spannable#setSpan was
 used to attach the specified markup object or 0 if the specified
 object has not been attached.",int |||,tag Object |||,28
<android.text.PrecomputedText: int getSpanStart(Object)>,,,"Return the beginning of the range of text to which the specified
 markup object is attached or -1 if the object is not attached.",int |||,tag Object |||,28
<android.text.PrecomputedText: String toString()>,,,"Returns a string representation of the object. In general the toString method returns a string that
 ""textually represents"" this object. The result should
 be a concise but informative representation that is easy for a
 person to read.
 It is recommended that all subclasses override this method. The toString method for class Object returns a string consisting of the name of the class of which the
 object is an instance the at-sign character ` @ ' and
 the unsigned hexadecimal representation of the hash code of the
 object. In other words this method returns a string equal to the
 value of:",String a string representation of the object. |||,,28
"<android.text.PrecomputedText: T getSpans(int,int,Class)>",,,"Return an array of the markup objects attached to the specified
 slice of this CharSequence and whose type is the specified type
 or a subclass of it.  Specify Object.class for the type if you
 want all the objects regardless of type.",T[] |||,"start int |||
end int |||
type Class |||",28
"<android.text.PrecomputedText: void getBounds(int,int,Rect)>",,,"Retrieves the text bounding box for the given range.
 Both start and end offset need to be in the same paragraph otherwise
 IllegalArgumentException will be thrown.",void,"start int : the inclusive start offset in the text
Value is 0 or greater |||
end int : the exclusive end offset in the text
Value is 0 or greater |||
bounds Rect : the output rectangle
This value must never be null . |||",28
<android.text.style.BulletSpan: int getGapWidth()>,3,,Get the distance in pixels between the bullet point and the paragraph.,int the distance in pixels between the bullet point and the paragraph. |||,,28
<android.text.style.LineBackgroundSpan.Standard: int getSpanTypeId()>,1,,Return a special type identifier for this span class.,int |||,,29
"<android.text.style.LineBackgroundSpan.Standard: void drawBackground(Canvas,Paint,int,int,int,int,int,CharSequence,int,int,int)>",2,,Draw the background on the canvas.,void,"canvas Canvas : This value must never be null . |||
paint Paint : This value must never be null . |||
left int : This units of this value are pixels. |||
right int : This units of this value are pixels. |||
top int : This units of this value are pixels. |||
baseline int : This units of this value are pixels. |||
bottom int : This units of this value are pixels. |||
text CharSequence : This value must never be null . |||
start int : start character index of the line |||
end int : end character index of the line |||
lineNumber int : line number in the current text layout |||",29
"<android.text.style.LineBackgroundSpan.Standard: void writeToParcel(Parcel,int)>",2,,Flatten this object in to a Parcel.,void,"dest Parcel : This value must never be null . |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29
<android.text.style.LineHeightSpan.Standard: int getSpanTypeId()>,1,,Return a special type identifier for this span class.,int |||,,29
<android.text.style.QuoteSpan: int getGapWidth()>,3,,Get the width of the gap between the stripe and the text.,int the width of the gap between the stripe and the text. |||,,28
<android.text.style.TextAppearanceSpan: float getShadowDx()>,3,,Returns the horizontal offset of the text shadow specified by this span or 0.0f if it does not specify one.,float |||,,29
<android.text.style.TextAppearanceSpan: int getShadowColor()>,3,,Returns the color of the text shadow specified by this span or 0 if it does not specify one.,int |||,,29
<android.text.style.TextAppearanceSpan: String getFontFeatureSettings()>,3,,Returns the font feature settings specified by this span or null if it does not specify one.,String |||,,29
<android.text.style.TextAppearanceSpan: String getFontVariationSettings()>,3,,Returns the font variation settings specified by this span or null if it does not specify one.,String |||,,29
<android.text.style.TextAppearanceSpan: Typeface getTypeface()>,3,,Returns the typeface specified by this span or null if it does not specify one.,Typeface |||,,29
<android.text.style.TypefaceSpan: Typeface getTypeface()>,3,,Returns the typeface set in the span.,"Typeface the typeface set
 This value may be null . |||",,28
"<android.view.accessibility.AccessibilityManager: int getRecommendedTimeoutMillis(int,int)>",1,,"Get the recommended timeout for changes to the UI needed by this user. Controls should remain
 on the screen for at least this long to give users time to react. Some users may need
 extra time to review the controls or to reach them or to activate assistive technology
 to activate the controls automatically. Use the combination of content flags to indicate contents of UI. For example use FLAG_CONTENT_ICONS | FLAG_CONTENT_TEXT for message notification which contains
 icons and text or use FLAG_CONTENT_TEXT | FLAG_CONTENT_CONTROLS for button dialog
 which contains text and button controls.",int The recommended UI timeout for the current user in milliseconds. |||,"originalTimeout int : The timeout appropriate for users with no accessibility needs. |||
uiContentFlags int : The combination of flags FLAG_CONTENT_ICONS  FLAG_CONTENT_TEXT or FLAG_CONTENT_CONTROLS to
indicate the contents of UI.
Value is either 0 or a combination of FLAG_CONTENT_ICONS  FLAG_CONTENT_TEXT and FLAG_CONTENT_CONTROLS |||",29
<android.view.accessibility.AccessibilityNodeInfo: boolean isScreenReaderFocusable()>,3,,"Returns whether the node is explicitly marked as a focusable unit by a screen reader. Note
 that false indicates that it is not explicitly marked not that the node is not
 a focusable unit. Screen readers should generally use other signals such as isFocusable() or the presence of text in a node to determine what should receive
 focus.","boolean true if the node is specifically marked as a focusable unit for screen
         readers false otherwise. |||",,28
<android.view.accessibility.AccessibilityNodeInfo: CharSequence getPaneTitle()>,1,,Get the title of the pane represented by this node.,"CharSequence The title of the pane represented by this node or null if this node does
         not represent a pane. |||",,28
<android.view.accessibility.AccessibilityNodeInfo: void setPaneTitle(CharSequence)>,2,,"If this node represents a visually distinct region of the screen that may update separately
 from the rest of the window it is considered a pane. Set the pane title to indicate that
 the node is a pane and to provide a title for it. Note: Cannot be called from an AccessibilityService .
   This class is made immutable before being delivered to an AccessibilityService.",void,"paneTitle CharSequence : The title of the pane represented by this node.
This value may be null . |||",28
<android.view.accessibility.AccessibilityNodeInfo: void setScreenReaderFocusable(boolean)>,3,,"Sets whether the node should be considered a focusable unit by a screen reader. Note: Cannot be called from an AccessibilityService .
   This class is made immutable before being delivered to an AccessibilityService.",void,screenReaderFocusable boolean : true if the node is a focusable unit for screen readers false otherwise. |||,28
