,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
"<android.telephony.SubscriptionPlan.Builder: SubscriptionPlan.Builder createRecurring(ZonedDateTime,Period)>",,,"Start defining a SubscriptionPlan that starts at a specific
 time and automatically recurs after each specific period of time
 repeating indefinitely. When the given period is set to exactly one month the plan will
 always recur on the day of the month defined by ZonedDateTime#getDayOfMonth() . When a particular month ends
 before this day the plan will recur on the last possible instant of
 that month.",SubscriptionPlan.Builder |||,"start ZonedDateTime : The exact time at which the plan starts. |||
period Period : The period after which the plan automatically recurs. |||",28.0
<android.view.textclassifier.TextLanguage.Request.Builder: TextLanguage.Request build()>,,,Builds and returns a new TextLanguage request object. If necessary this method will verify fields clamp them and make them immutable.,TextLanguage.Request This value will never be null . |||,,29.0
<android.icu.text.Bidi: int countParagraphs()>,,,Get the number of paragraphs.,int The number of paragraphs. |||,,29.0
<android.location.GnssClock: boolean hasElapsedRealtimeUncertaintyNanos()>,,,Returns true if getElapsedRealtimeUncertaintyNanos() is available false otherwise.,boolean |||,,29.0
<android.media.MediaSession2Service: IBinder onBind(Intent)>,,,"Return the communication channel to the service.  May return null if
 clients can not bind to the service.  The returned IBinder is usually for a complex interface
 that has been described using
 aidl . Note that unlike other application components calls on to the
 IBinder interface returned here may not happen on the main thread
 of the process .  More information about the main thread can be found in Processes and
 Threads .",IBinder This value may be null . |||,intent Intent : This value must never be null . |||,29.0
<android.telephony.euicc.DownloadableSubscription: String getConfirmationCode()>,,,"Returns the confirmation code. As an example the confirmation code can be input by the user through a carrier app or the
 UI component of the eUICC local profile assistant (LPA) application.",String This value may be null . |||,,28.0
<android.view.textclassifier.TextLanguage: int getLocaleHypothesisCount()>,,,Returns the number of possible locales for the processed text.,int Value is 0 or greater |||,,29.0
<android.graphics.ImageDecoder: void setCrop(Rect)>,,,"Crop the output to subset of the (possibly) scaled image. subset must be contained within the size set by setTargetSize(int int) or the bounds of the image if setTargetSize was
  not called. Otherwise an IllegalStateException will be thrown by decodeDrawable / decodeBitmap . NOT intended as a replacement for BitmapRegionDecoder#decodeRegion .
  This supports all formats but merely crops the output. Like all setters on ImageDecoder this must be called inside OnHeaderDecodedListener#onHeaderDecoded .",void,subset Rect : This value may be null . |||,28.0
<android.view.ViewConfiguration: int getScaledMinimumScalingSpan()>,,,"Retrieves the distance in pixels between touches that must be reached for a gesture to be
 interpreted as scaling.

 In general scaling shouldn't start until this distance has been met or surpassed and
 scaling should end when the distance in pixels between touches drops below this distance.",int The distance in pixels |||,,29.0
"<android.app.admin.DevicePolicyManager: boolean installKeyPair(ComponentName,PrivateKey,Certificate,String,int)>",,,"Called by a device or profile owner or delegated certificate installer to install a
 certificate chain and corresponding private key for the leaf certificate. All apps within the
 profile will be able to access the certificate chain and use the private key given direct
 user approval (if the user is allowed to select the private key). The caller of this API may grant itself access to the certificate and private key
 immediately without user approval. It is a best practice not to request this unless strictly
 necessary since it opens up additional security vulnerabilities. Include INSTALLKEY_SET_USER_SELECTABLE in the flags argument to allow
 the user to select the key from a dialog. Note: If the provided alias is of an existing alias all former grants that apps
 have been given to access the key and certificates associated with this alias will be
 revoked.",boolean true if the keys were installed false otherwise. |||,"admin ComponentName : Which DeviceAdminReceiver this request is associated with or null if calling from a delegated certificate installer.
This value may be null . |||
privKey PrivateKey : The private key to install.
This value must never be null . |||
certs Certificate : The certificate chain to install. The chain should start with the leaf
certificate and include the chain of trust in order. This will be returned by KeyChain.getCertificateChain(Context String) .
This value must never be null . |||
alias String : The private key alias under which to install the certificate. If a certificate
with that alias already exists it will be overwritten.
This value must never be null . |||
flags int : Flags to request that the calling app be granted access to the credentials
and set the key to be user-selectable. See INSTALLKEY_SET_USER_SELECTABLE and INSTALLKEY_REQUEST_CREDENTIALS_ACCESS . |||",28.0
<android.media.MediaSession2Service: void removeSession(MediaSession2)>,,,Removes a session from this service.,void,"session MediaSession2 : a session to be removed.
This value must never be null . |||",29.0
<android.media.session.MediaSessionManager: List getSession2Tokens()>,,,"This API is not generally intended for third party application developers.
 Use the AndroidX Media2 session
 Library for consistent behavior across all devices. Gets a list of Session2Token with type Session2Token#TYPE_SESSION for the
 current user. Although this API can be used without any restriction each session owners can accept or
 reject your uses of MediaSession2 .","List < Session2Token > A list of Session2Token .
 
 This value will never be null . |||",,29.0
<android.telephony.emergency.EmergencyNumber: String getNumber()>,,,"Get the dialing number of the emergency number.

 The character in the number string is only the dial pad
 character('0'-'9' '*' '+' or '#'). For example: 911.

 If the number starts with carrier prefix the carrier prefix is configured in CarrierConfigManager#KEY_EMERGENCY_NUMBER_PREFIX_STRING_ARRAY .","String the dialing number.
 
 This value will never be null . |||",,29.0
<android.net.IpSecManager.UdpEncapsulationSocket: FileDescriptor getFileDescriptor()>,,,Get the encapsulation socket's file descriptor.,FileDescriptor |||,,28.0
<android.net.wifi.rtt.ResponderLocation: int getAltitudeType()>,,,,"int the Altitude type. Only valid if isLciSubelementValid() returns true or will throw an exception.
 
 Value is ALTITUDE_UNDEFINED  ALTITUDE_METERS or ALTITUDE_FLOORS |||",,29.0
<android.security.keystore.KeyGenParameterSpec.Builder: KeyGenParameterSpec.Builder setUnlockedDeviceRequired(boolean)>,,,"Sets whether the keystore requires the screen to be unlocked before allowing decryption
 using this key. If this is set to true any attempt to decrypt or sign using this
 key while the screen is locked will fail. A locked device requires a PIN password
 biometric or other trusted factor to access. While the screen is locked the key can
 still be used for encryption or signature verification.",KeyGenParameterSpec.Builder This value will never be null . |||,unlockedDeviceRequired boolean |||,28.0
<android.content.LocusId: boolean equals(Object)>,,,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation
 on non-null object references: It is reflexive : for any non-null reference value x  x.equals(x) should return true . 
It is symmetric : for any non-null reference values x and y  x.equals(y) should return true if and only if y.equals(x) returns true . 
It is transitive : for any non-null reference values x  y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true . 
It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no
     information used in equals comparisons on the
     objects is modified. 
For any non-null reference value x  x.equals(null) should return false . 
The equals method for class Object implements
 the most discriminating possible equivalence relation on objects;
 that is for any non-null reference values x and y this method returns true if and only
 if x and y refer to the same object
 ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the
 general contract for the hashCode method which states
 that equal objects must have equal hash codes.","boolean true if this object is the same as the obj
          argument; false otherwise. |||",obj Object : the reference object with which to compare. |||,29.0
<android.graphics.Paint: float getStrikeThruThickness()>,,,Returns the thickness of the strike-through line in pixels. This units of this value are pixels.,"float the position of the strike-through line in pixels
 This units of this value are pixels.
 {} |||",,29.0
<android.app.Notification: Notification.BubbleMetadata getBubbleMetadata()>,,,"Returns the bubble metadata that will be used to display app content in a floating window
 over the existing foreground activity.",Notification.BubbleMetadata This value may be null . |||,,29.0
<android.telephony.UiccCardInfo: boolean equals(Object)>,,,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation
 on non-null object references: It is reflexive : for any non-null reference value x  x.equals(x) should return true . 
It is symmetric : for any non-null reference values x and y  x.equals(y) should return true if and only if y.equals(x) returns true . 
It is transitive : for any non-null reference values x  y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true . 
It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no
     information used in equals comparisons on the
     objects is modified. 
For any non-null reference value x  x.equals(null) should return false . 
The equals method for class Object implements
 the most discriminating possible equivalence relation on objects;
 that is for any non-null reference values x and y this method returns true if and only
 if x and y refer to the same object
 ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the
 general contract for the hashCode method which states
 that equal objects must have equal hash codes.","boolean true if this object is the same as the obj
          argument; false otherwise. |||",obj Object : the reference object with which to compare. |||,29.0
"<android.telephony.TelephonyManager: void setPreferredOpportunisticDataSubscription(int,boolean,Executor,Consumer)>",,,"Set preferred opportunistic data subscription id.

 Switch internet data to preferred opportunistic data subscription id. This api
 can result in lose of internet connectivity for short period of time while internet data
 is handed over. Requires that the calling app has carrier privileges on both primary and
 secondary subscriptions (see hasCarrierPrivileges() ) or has permission MODIFY_PHONE_STATE .",void,"subId int : which opportunistic subscription SubscriptionManager#getOpportunisticSubscriptions is preferred for cellular data.
Pass SubscriptionManager#DEFAULT_SUBSCRIPTION_ID to unset the preference |||
needValidation boolean : whether validation is needed before switch happens. |||
executor Executor : The executor of where the callback will execute.
This value may be null .
Callback and listener events are dispatched through this Executor providing an easy way to control which thread is
used. To dispatch events through the main thread of your
application you can use Context.getMainExecutor() .
To dispatch events through a shared thread pool you can use AsyncTask#THREAD_POOL_EXECUTOR . |||
callback Consumer : Callback will be triggered once it succeeds or failed.
See TelephonyManager.SetOpportunisticSubscriptionResult for more details. Pass null if don't care about the result.
This value may be null . |||",29.0
<android.icu.text.Edits.Iterator: boolean findDestinationIndex(int)>,,,"Moves the iterator to the edit that contains the destination index.
 The destination index may be found in a no-change edit
 even if normal iteration would skip no-change edits.
 Normal iteration can continue from a found edit. The iterator state before this search logically does not matter.
 (It may affect the performance of the search.) The iterator state after this search is undefined
 if the source index is out of bounds for the source string.",boolean true if the edit for the destination index was found |||,i int : destination index |||,29.0
<android.net.LinkProperties: boolean addRoute(RouteInfo)>,,,"Adds a RouteInfo to this LinkProperties if not present. If the RouteInfo had an interface name set and that differs from the interface set for this LinkProperties an IllegalArgumentException will be thrown.  The proper
 course is to add either un-named or properly named RouteInfo .",boolean false if the route was already present true if it was added. |||,"route RouteInfo : A RouteInfo to add to this object.
This value must never be null . |||",29.0
<android.telephony.CellSignalStrengthTdscdma: boolean equals(Object)>,,,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation
 on non-null object references: It is reflexive : for any non-null reference value x  x.equals(x) should return true . 
It is symmetric : for any non-null reference values x and y  x.equals(y) should return true if and only if y.equals(x) returns true . 
It is transitive : for any non-null reference values x  y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true . 
It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no
     information used in equals comparisons on the
     objects is modified. 
For any non-null reference value x  x.equals(null) should return false . 
The equals method for class Object implements
 the most discriminating possible equivalence relation on objects;
 that is for any non-null reference values x and y this method returns true if and only
 if x and y refer to the same object
 ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the
 general contract for the hashCode method which states
 that equal objects must have equal hash codes.","boolean true if this object is the same as the obj
          argument; false otherwise. |||",o Object : the reference object with which to compare. |||,29.0
<android.view.WindowInsets: Insets getSystemGestureInsets()>,,,"This method was deprecated
      in API level R. Use getInsets(int) with Type#systemGestures() instead. Returns the system gesture insets. The system gesture insets represent the area of a window where system gestures have
 priority and may consume some or all touch input e.g. due to the a system bar
 occupying it or it being reserved for touch-only gestures. An app can declare priority over system gestures with View#setSystemGestureExclusionRects outside of the mandatory system gesture insets . Note: the system will put a limit of 200dp on the vertical extent of the
 exclusions it takes into account. The limit does not apply while the navigation
 bar is View#SYSTEM_UI_FLAG_IMMERSIVE_STICKY hidden nor to the input method and Intent#CATEGORY_HOME . Simple taps are guaranteed to reach the window even within the system gesture insets
 as long as they are outside the system window insets . When View#SYSTEM_UI_FLAG_LAYOUT_STABLE is requested an inset will be returned
 even when the system gestures are inactive due to View#SYSTEM_UI_FLAG_LAYOUT_FULLSCREEN or View#SYSTEM_UI_FLAG_LAYOUT_HIDE_NAVIGATION . This inset is consumed together with the system window insets by consumeSystemWindowInsets() .",Insets This value will never be null . |||,,29.0
<android.net.wifi.WifiManager: boolean isEnhancedOpenSupported()>,,,,boolean true if this device supports Wi-Fi Enhanced Open (OWE) |||,,29.0
<android.se.omapi.Reader: boolean isSecureElementPresent()>,,,Check if a Secure Element is present in this reader.,boolean true if the SE is present false otherwise. |||,,28.0
<android.graphics.RenderNode: void discardDisplayList()>,,,"Reset native resources. This is called when cleaning up the state of display lists
 during destruction of hardware resources to ensure that we do not hold onto
 obsolete resources after related resources are gone.",void,,29.0
<android.graphics.drawable.GradientDrawable: void setInnerRadius(int)>,,,Configure the inner radius of the ring. Related XML Attributes: android:innerRadius,void,innerRadius int : This units of this value are pixels. |||,29.0
<android.telephony.SubscriptionManager: boolean isUsableSubscriptionId(int)>,,,"Check if the supplied subscription ID is usable. A usable subscription ID is a valid subscription ID but not necessarily an active
 subscription ID (see isActiveSubscriptionId(int) ). Some subscription APIs
 require a usable subscription ID and this is noted in their documentation; otherwise a
 subscription ID does not need to be usable for subscription functions only valid.",boolean true if the subscription ID is usable; false otherwise. |||,subscriptionId int : the subscription ID |||,29.0
"<android.opengl.EGL15: EGLImage eglCreateImage(EGLDisplay,EGLContext,int,long,long,int)>",,,,EGLImage |||,"dpy EGLDisplay |||
context EGLContext |||
target int |||
buffer long |||
attrib_list long |||
offset int |||",29.0
<android.view.SurfaceControl.Builder: SurfaceControl.Builder setFormat(int)>,,,Set the pixel format of the controlled surface's buffers using constants from PixelFormat .,SurfaceControl.Builder This value will never be null . |||,format int : Value is PixelFormat.RGBA_8888  PixelFormat.RGBX_8888  PixelFormat.RGBA_F16  PixelFormat.RGBA_1010102  PixelFormat.RGB_888 or PixelFormat.RGB_565 |||,29.0
"<android.net.ssl.SSLSockets: void setUseSessionTickets(SSLSocket,boolean)>",,,Enables or disables the use of session tickets. This function must be called before the handshake is started or it will have no effect.,void,"socket SSLSocket : the socket
This value must never be null . |||
useSessionTickets boolean : whether to enable or disable the use of session tickets |||",29.0
"<android.app.admin.DevicePolicyManager: boolean removeOverrideApn(ComponentName,int)>",,,Called by device owner to remove an override APN. This method may returns false if there is no override APN with the given apnId .,boolean true if the required override APN is successfully removed false otherwise. |||,"admin ComponentName : which DeviceAdminReceiver this request is associated with
This value must never be null . |||
apnId int : the id of the override APN to remove |||",28.0
<android.view.View: void setScreenReaderFocusable(boolean)>,,,"Sets whether this View should be a focusable element for screen readers
 and include non-focusable Views from its subtree when providing feedback. Note: this is similar to using android:focusable but does not impact input focus behavior. Related XML Attributes: android:screenReaderFocusable",void,"screenReaderFocusable boolean : Whether the view should be treated as a unit by screen reader
accessibility tools. |||",28.0
<android.graphics.Typeface.CustomFallbackBuilder: Typeface build()>,,,Create the Typeface based on the configured values.,"Typeface the Typeface object
 
 This value will never be null . |||",,29.0
<android.app.slice.Slice: List getHints()>,,,,"List < String > All hints associated with this Slice.
 
 Value is HINT_TITLE  HINT_LIST  HINT_LIST_ITEM  HINT_LARGE  HINT_ACTIONS  HINT_SELECTED  HINT_NO_TINT  HINT_SHORTCUT android.app.slice.Slice.HINT_TOGGLE HINT_HORIZONTAL  HINT_PARTIAL  HINT_SEE_MORE  HINT_KEYWORDS  HINT_ERROR  HINT_TTL  HINT_LAST_UPDATED or HINT_PERMISSION_REQUEST |||",,28.0
<android.telephony.mbms.DownloadRequest: String getFileServiceId()>,,,,String The ID of the file service to download from. |||,,28.0
<android.test.mock.MockCursor: List getNotificationUris()>,,,"Return the URIs at which notifications of changes in this Cursor's data
 will be delivered as previously set by setNotificationUris(ContentResolver List ) . If this is not implemented this is equivalent to calling getNotificationUri() .","List < Uri > Returns URIs that can be used with ContentResolver#registerContentObserver(android.net.Uri boolean ContentObserver) to find out about changes to this Cursor's
 data. May be null if no notification URI has been set. |||",,29.0
<android.app.Notification.MessagingStyle: Notification.MessagingStyle setGroupConversation(boolean)>,,,"Sets whether this conversation notification represents a group. If the app is targeting
 Android P this is required if the app wants to display the largeIcon set with Notification.Builder#setLargeIcon(Bitmap) otherwise it will be hidden.",Notification.MessagingStyle this object for method chaining |||,isGroupConversation boolean : true if the conversation represents a group false otherwise. |||,28.0
<android.app.job.JobInfo.Builder: JobInfo.Builder setImportantWhileForeground(boolean)>,,,"Setting this to true indicates that this job is important while the scheduling app
 is in the foreground or on the temporary whitelist for background restrictions.
 This means that the system will relax doze restrictions on this job during this time.

 Apps should use this flag only for short jobs that are essential for the app to function
 properly in the foreground.

 Note that once the scheduling app is no longer whitelisted from background restrictions
 and in the background or the job failed due to unsatisfied constraints
 this job should be expected to behave like other jobs without this flag.",JobInfo.Builder |||,"importantWhileForeground boolean : whether to relax doze restrictions for this job when the
app is in the foreground. False by default. |||",28.0
"<android.media.audiofx.DynamicsProcessing.Config.Builder: DynamicsProcessing.Config.Builder setMbcByChannelIndex(int,DynamicsProcessing.Mbc)>",,,,DynamicsProcessing.Config.Builder |||,"channelIndex int |||
mbc DynamicsProcessing.Mbc |||",28.0
<android.net.wifi.rtt.RangingResult: PeerHandle getPeerHandle()>,,,,"PeerHandle The PeerHandle of the device whose reange measurement was requested. Will correspond
 to the PeerHandle of the devices requested using RangingRequest.Builder#addWifiAwarePeer(PeerHandle) . Will return a null for results corresponding to requests issued using a MAC address. |||",,28.0
<android.media.Session2Command: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,29.0
<android.content.ContentProvider: ContentProvider.CallingIdentity clearCallingIdentity()>,,,"Reset the identity of the incoming IPC on the current thread. Internally this calls Binder#clearCallingIdentity() and also
 clears any value stored in getCallingPackage() .","ContentProvider.CallingIdentity Returns an opaque token that can be used to restore the original
         calling identity by passing it to restoreCallingIdentity(ContentProvider.CallingIdentity) .
 
 This value will never be null . |||",,29.0
<android.view.View: void setOutlineSpotShadowColor(int)>,,,"Sets the color of the spot shadow that is drawn when the view has a positive Z or
 elevation value. By default the shadow color is black. Generally this color will be opaque so the intensity
 of the shadow is consistent between different views with different colors. The opacity of the final spot shadow is a function of the shadow caster height the
 alpha channel of the outlineSpotShadowColor (typically opaque) and the R.attr.spotShadowAlpha theme attribute. Related XML Attributes: android:outlineSpotShadowColor",void,color int : The color this View will cast for its elevation spot shadow. |||,28.0
<android.media.audiofx.DynamicsProcessing.Stage: String toString()>,,,"Returns a string representation of the object. In general the toString method returns a string that
 ""textually represents"" this object. The result should
 be a concise but informative representation that is easy for a
 person to read.
 It is recommended that all subclasses override this method. The toString method for class Object returns a string consisting of the name of the class of which the
 object is an instance the at-sign character ` @ ' and
 the unsigned hexadecimal representation of the hash code of the
 object. In other words this method returns a string equal to the
 value of:",String a string representation of the object. |||,,28.0
<android.view.DisplayCutout: Rect getBoundingRectBottom()>,,,"Returns a bounding rectangle for a non-functional area on the display which is located on
 the bottom of the screen.","Rect bounding rectangle in pixels. In case of no bounding rectangle an empty rectangle
 is returned.
 
 This value will never be null . |||",,29.0
<android.media.Ringtone: float getVolume()>,,,Returns the volume scalar set on this player.,float a value between 0.0f and 1.0f. |||,,28.0
<android.widget.TextView: void setTextSelectHandleRight(int)>,,,"Sets the Drawable corresponding to the right handle used
 for selecting text. The Drawable defaults to the value of the
 textSelectHandleRight attribute.
 Note that any change applied to the handle Drawable will not be visible
 until the handle is hidden and then drawn again. Related XML Attributes: android:textSelectHandleRight",void,textSelectHandleRight int |||,29.0
<android.se.omapi.SEService: String getVersion()>,,,"Returns the version of the OpenMobile API specification this
 implementation is based on.","String String containing the OpenMobile API version (e.g. ""3.0"").
 
 This value will never be null . |||",,28.0
<android.provider.MediaStore.Downloads: Uri getContentUri(String)>,,,"Get the content:// style URI for the downloads table on the
 given volume.","Uri the URI to the image media table on the given volume
 
 This value will never be null . |||","volumeName String : the name of the volume to get the URI for
This value must never be null . |||",29.0
"<android.view.textclassifier.TextLanguage.Builder: TextLanguage.Builder putLocale(ULocale,float)>",,,"Sets a language locale for the processed text and assigns a confidence score. If the
 locale has already been set this updates it.",TextLanguage.Builder This value will never be null . |||,"locale ULocale : This value must never be null . |||
confidenceScore float : a value from 0 (low confidence) to 1 (high confidence).
0 implies the locale does not exist for the processed text.
Values greater than 1 are clamped to 1.
Value is between 0.0 and 1.0 inclusive |||",29.0
<android.widget.Magnifier: void dismiss()>,,,Dismisses the magnifier from the screen. Calling this on a dismissed magnifier is a no-op.,void,,28.0
"<android.hardware.camera2.CaptureRequest.Builder: T getPhysicalCameraKey(Key,String)>",,,"Get a capture request field value for a specific physical camera Id. The field
 definitions can be found in CaptureRequest . This method can be called for logical camera devices which are devices that have
 REQUEST_AVAILABLE_CAPABILITIES_LOGICAL_MULTI_CAMERA capability and calls to CameraCharacteristics#getPhysicalCameraIds return a non-empty list of
 physical devices that are backing the logical camera. The camera Id included in the
 'physicalCameraId' argument selects an individual physical device and returns
 its specific capture request field.",T The value of that key or null if the field is not set. |||,"key Key : The metadata field to read. |||
physicalCameraId String : A valid physical camera Id. The valid camera Ids can be obtained
via calls to CameraCharacteristics#getPhysicalCameraIds .
This value must never be null . |||",28.0
<android.service.autofill.Validators: Validator not(Validator)>,,,Creates a validator that is valid when validator is not and vice versa. Used to represent a NOT boolean operation in a chain of validators.,Validator This value will never be null . |||,validator Validator : This value must never be null . |||,28.0
<android.media.AudioPlaybackCaptureConfiguration.Builder: AudioPlaybackCaptureConfiguration.Builder excludeUid(int)>,,,"Only capture audio output by apps that do not have the matching uid . If called multiple times will capture audio output by apps whose uid is not any of
 the given uids.",AudioPlaybackCaptureConfiguration.Builder This value will never be null . |||,uid int |||,29.0
<android.media.MediaDrm: int getMaxSecurityLevel()>,,,"Returns a value that may be passed as a parameter to openSession(int) requesting that the session be opened at the maximum security level of
 the device.",int |||,,28.0
<android.view.textclassifier.TextClassifierEvent: float getScores()>,,,Returns the scores of the suggestions.,float[] This value will never be null . |||,,29.0
<android.view.DisplayCutout: int getSafeInsetTop()>,,,Returns the inset from the top which avoids the display cutout in pixels.,int |||,,28.0
<android.app.Person: Icon getIcon()>,,,,Icon the icon provided for this person or null if no icon was provided. |||,,28.0
<android.icu.text.BidiRun: boolean isOddRun()>,,,Check if run level is odd,"boolean true if the embedding level of this run is odd i.e. it is a
  right-to-left run. |||",,29.0
<android.widget.Toolbar: void setCollapseIcon(int)>,,,"Set the icon to use for the toolbar's collapse button. The collapse button appears at the start of the toolbar when an action view is present
 . Related XML Attributes: android:collapseIcon",void,resId int : Resource ID of a drawable to set |||,29.0
<android.graphics.drawable.DrawableWrapper: Insets getOpticalInsets()>,,,"Return in insets the layout insets suggested by this Drawable for use with alignment
 operations during layout.",Insets This value will never be null . |||,,29.0
<android.app.admin.NetworkEvent: long getId()>,,,"Returns the id of the event where the id monotonically increases for each event. The id
 is reset when the device reboots and when network logging is enabled.",long |||,,28.0
<android.media.MediaSession2Service: List getSessions()>,,,Gets the list of MediaSession2 s that you've added to this service.,"List < MediaSession2 > sessions
 
 This value will never be null . |||",,29.0
"<android.service.autofill.BatchUpdates.Builder: BatchUpdates.Builder transformChild(int,Transformation)>",,,"Adds a transformation to replace the value of a child view with the fields in the
 screen. When multiple transformations are added for the same child view they are applied
 in the same order as added. Note: The transformations are applied after the updates are applied to the presentation template.",BatchUpdates.Builder this builder. |||,"id int : view id of the children view. |||
transformation Transformation : an implementation provided by the Android System.
This value must never be null . |||",28.0
"<android.view.contentcapture.ContentCaptureSession: void notifyViewsDisappeared(AutofillId,long)>",,,"Notifies the Content Capture Service that many nodes has been removed from a virtual view
 structure. Should only be called by views that handle their own virtual view hierarchy.",void,"hostId AutofillId : id of the non-virtual view hosting the virtual view hierarchy (it can be
obtained by calling ViewStructure#getAutofillId() ).
This value must never be null . |||
virtualIds long : ids of the virtual children.
This value must never be null . |||",29.0
"<android.system.Os: void bind(FileDescriptor,SocketAddress)>",,,See bind(2) .,void,"fd FileDescriptor |||
address SocketAddress |||",29.0
<android.icu.text.CaseMap.Title: CaseMap.Title noLowercase()>,,,"Returns an instance that behaves like this one but
 does not lowercase non-initial parts of words when titlecasing. By default titlecasing will titlecase the character at each
 (possibly adjusted) BreakIterator index and
 lowercase all other characters up to the next iterator index.
 With this option the other characters will not be modified.",CaseMap.Title an options object with this option. |||,,29.0
<android.content.pm.ShortcutInfo.Builder: ShortcutInfo.Builder setLongLived(boolean)>,,,"Sets if a shortcut would be valid even if it has been unpublished/invisible by the app
 (as a dynamic or pinned shortcut). If it is long lived it can be cached by various
 system services even after it has been unpublished as a dynamic shortcut.",ShortcutInfo.Builder This value will never be null . |||,londLived boolean |||,29.0
<android.se.omapi.Channel: boolean selectNext()>,,,"Performs a selection of the next Applet on this channel that matches to the partial AID
 specified in the openBasicChannel(byte[] aid) or openLogicalChannel(byte[] aid) method.
 This mechanism can be used by a device application to iterate through all Applets
 matching to the same partial AID.
 If selectNext() returns true a new Applet was successfully selected on this channel.
 If no further Applet exists with matches to the partial AID this method returns false
 and the already selected Applet stays selected. Since the API cannot distinguish between a partial and full AID the API shall rely on the
 response of the Secure Element for the return value of this method. The implementation of the underlying SELECT command within this method shall use
 the same values as the corresponding openBasicChannel(byte[] aid) or
 openLogicalChannel(byte[] aid) command with the option: P2='02' (Next occurrence) The select response stored in the Channel object shall be updated with the APDU
 response of the SELECT command.",boolean true if new Applet was selected on this channel. false he already selected Applet stays selected on this channel. |||,,28.0
"<android.net.wifi.aware.WifiAwareNetworkSpecifier: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29.0
<android.graphics.Insets: boolean equals(Object)>,,,"Two Insets instances are equal iff they belong to the same class and their fields are
 pairwise equal.",boolean true iff this object is equal o |||,o Object : the object to compare this instance with. |||,29.0
<android.view.textclassifier.TextClassification.Builder: TextClassification.Builder setExtras(Bundle)>,,,Sets the extended data.,TextClassification.Builder This value will never be null . |||,extras Bundle : This value may be null . |||,29.0
<android.widget.ProgressBar: void setProgressBackgroundTintBlendMode(BlendMode)>,,,"Specifies the blending mode used to apply the tint specified by setProgressBackgroundTintList(android.content.res.ColorStateList) } to the progress
 background. The default mode is BlendMode#SRC_IN . Related XML Attributes: android:progressBackgroundTintMode",void,"blendMode BlendMode : the blending mode used to apply the tint may be null to clear tint
This value may be null . |||",29.0
<android.media.MediaPlayer: AudioDeviceInfo getRoutedDevice()>,,,"Returns an AudioDeviceInfo identifying the current routing of this MediaPlayer
 Note: The query is only valid if the MediaPlayer is currently playing.
 If the player is not playing the returned device can be null or correspond to previously
 selected device when the player was last active.",AudioDeviceInfo |||,,28.0
<android.security.ConfirmationCallback: void onDismissed()>,,,Called when the requested prompt was dismissed (not accepted) by the user.,void,,28.0
"<android.icu.text.CaseMap.Fold: A apply(CharSequence,A,Edits)>",,,"Case-folds a string and optionally records edits (see omitUnchangedText() ).
 The result may be longer or shorter than the original. Case-folding is locale-independent and not context-sensitive
 but there is an option for whether to include or exclude mappings for dotted I
 and dotless i that are marked with 'T' in CaseFolding.txt.",A dest with the result string (or only changes) appended. |||,"src CharSequence : The original string. |||
dest A : A buffer for the result string. Must not be null. |||
edits Edits : Records edits for index mapping working with styled text
and getting only changes (if any).
This function calls edits.reset() first. edits can be null. |||",29.0
<android.net.wifi.p2p.WifiP2pConfig.Builder: WifiP2pConfig.Builder setPassphrase(String)>,,,"Specify the passphrase for creating or joining a group. The passphrase must be an ASCII string whose length is between 8
 and 63. Must be called - an empty passphrase is not valid.","WifiP2pConfig.Builder The builder to facilitate chaining builder.setXXX(..).setXXX(..) .
 
 This value will never be null . |||","passphrase String : the passphrase of a group.
This value must never be null . |||",29.0
